symbol,Revenue,Revenue Growth,Preferred Dividends,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,EBITDA,EBIT,Total assets,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Investment purchases and sales,Issuance (buybacks) of shares,priceToSalesRatio,priceEarningsRatio,priceToOperatingCashFlowsRatio,priceFairValue,netProfitMargin,returnOnEquity,nIperEBT,eBTperEBIT,fixedAssetTurnover,currentRatio,debtRatio,totalDebtToCapitalization,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,capitalExpenditureCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Market Cap,PE ratio,POCF ratio,PFCF ratio,PTB ratio,Enterprise Value over EBITDA,EV to Free cash flow,Earnings Yield,Net Debt to EBITDA,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,R&D to Revenue,Receivables Turnover,Gross Profit Growth,EPS Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,10Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),Receivables growth,sector_code,buy_ignore
ABCB,-0.04627073414401924,0.27919027426840354,-0.08503958448906312,-0.030209515566330242,-1.1347073272929613,0.007755755666302626,-0.021044469917462717,-0.03567452895754412,-0.1864603409003664,-0.10152334427040861,0.2589684524204391,0.0768918421484272,0.04481564463819779,0.027830687324140967,-0.12343604839851123,-0.04268888714149142,-0.021965620336544374,-0.03506749906461206,0.03926462367134381,-0.029754629057036523,-0.023478574851608182,0.007861641745006183,0.023695190859109323,0.028369623791209227,0.022970415859026757,-0.05058158065457528,-0.043661102836821,-0.02104449376922437,0.011626345590911944,-0.009826920354869817,0.025696006084802988,-0.052297460203362504,-0.04665101567626504,-0.06268002360020761,-0.03692545558839381,-0.03403031362934323,-0.04724892096994057,-0.02684281368899949,0.19502264786853613,-0.08017523551304558,-0.02639758752258302,-0.24692208065102808,-0.029337482633181734,-0.04001314103221828,-0.42243760936804325,-0.024362108820437305,-0.02169947853636371,-0.04499540649891687,-0.021391258215896627,-0.2641405434061817,-0.11834619230778372,-0.03441274846610943,-0.0075384285255892655,-0.013142600051348688,0.0063282105911371825,0.030126737271741585,-0.03986154436253263,0.2725495973927207,0.11141766904331331,0.0010002323616604143,6,0
ABG,-0.037355328121153476,-0.1004185559889775,-0.08503958448906312,-0.030226537182524632,-0.6438409401716049,0.012428745391596467,-0.021044546279977528,-0.034146371972263716,-0.14937224617297978,-0.09345560642190422,0.02649701987978264,0.05850514941858375,0.04613301685253653,0.026128010710357374,-0.09347325311184596,-0.0444278912763557,-0.021965601081191746,-0.0350675053533385,0.03926453298288785,-0.029754629049052447,-0.02348037737345876,0.007862671833676095,0.023695189755817404,0.028369764542004048,0.022970057197735025,-0.04949701719198904,-0.04366110023277898,-0.02104449376922437,0.011460464560979057,-0.009854429881560963,0.025368862088596504,-0.0522997142128588,-0.0466540015356248,-0.06271745298418555,-0.036915165730556136,-0.03402758307304442,-0.047244482224766446,-0.02644517629095083,0.07631042591211126,-0.004874215183814521,-0.025320075311353815,-0.025796973545063735,-0.05278061330807116,-0.09050192139027897,-0.28714924781682116,-0.024362108820437305,-0.013074806982264766,-0.0017154798217904905,-0.02139125438996754,0.008287683565745019,0.13268611505747396,-0.03441274846989825,-0.004801945492550484,0.02738578781573151,0.0063282105911371825,0.025273325997956755,-0.039861550075824016,0.16638954194093564,0.03382129885319496,-0.0031703782611929754,2,1
ABM,-0.038329831898236036,-0.1320526251770926,-0.08503958448906312,-0.03019776254562459,-0.7972366861470288,0.011494147446537697,-0.021044550407681033,-0.03452021651305591,-0.18753423967201008,-0.08901106155163956,0.12228645352906518,0.0613538819862772,0.046992524711841815,0.03661642747958486,-0.0797605626557527,-0.044339269581416256,-0.021965572198162798,-0.035067499884880726,0.03926454625436921,-0.029754629067460174,-0.02348050089183062,0.007861759015317646,0.023695221751282986,0.028369498679391605,0.022970094220836106,-0.04298963641647163,-0.04366110557791787,-0.02104449376922437,0.011472029971432545,-0.009889439029219101,0.02513834949724246,-0.052296900145133156,-0.04664778262157701,-0.06271592285213613,-0.03690975679402069,-0.03402594065509972,-0.04724741134594734,-0.027107905287698592,-0.010361819184102044,-0.0319392784011899,-0.025218263133914835,-0.02121406977084685,0.005045775689989427,-0.09386784008081635,0.9845613507646663,-0.024362108820437305,-0.02169947853636371,0.005497841291063901,-0.021391252930144256,0.008593798253951861,0.1290923064961971,-0.034412748462190605,-0.005896538705765997,-0.011300400602845043,0.01229662325568784,0.02566159889985954,-0.03986155053288733,-0.09901059668852728,-0.022832106372116367,0.007117127941845386,1,1
ABMD,-0.046174564026296334,0.09729437643674176,-0.08503958448906312,-0.030226537182524632,1.4116620558990751,0.03672829196312443,-0.021044496747535488,-0.03468314385582269,-0.18213466095173597,-0.05612676296552543,0.12228645352906518,0.011104740818321778,0.04669728147759551,0.04406123597477376,-0.0465293872636847,-0.04463852280189592,-0.02196548233985052,-0.03506747226916895,0.039264548466282766,-0.02975462901024098,-0.023480300405907987,0.00786140763394484,0.023695469991964212,0.028369942435369725,0.022970057197735025,-0.018044676776988254,-0.04366110160332742,-0.021044360228004218,0.011501934818462279,-0.009896938650186092,0.025136272066018515,-0.0522526229797945,-0.046629412105603174,-0.06252995295689978,-0.03685853931639815,-0.03401211867246747,-0.0472211393821248,-0.027505542685747245,-0.06211870488136686,-0.06321446256349035,-0.020993057770197162,-0.05243510173269934,-0.05278061330807116,-0.03496426299641222,-0.4494952816782876,-0.022323377102189162,-0.010421061888695862,0.135337621322443,-0.02139125219876693,0.01208067325900403,0.15332587440374953,-0.034412748465397484,0.008333173066035664,0.025543588367227872,0.03915448024616577,0.03342705693791527,-0.03986154459106429,-0.722700922467765,-0.05666304977680465,-0.0031703782611929754,5,1
ABT,-0.0035431826664063556,-0.10832707328600628,-0.08503958448906312,-0.030175067057365404,0.6753624752170405,0.026447714567477985,-0.021044527705311764,-0.008837387005891576,1.2263561741391058,0.35677678893590536,0.05394545408337822,-0.049816169435906124,0.03807405184449635,0.030575456846565187,-0.08168713900082365,-0.037057794432791565,-0.021965543315133847,-0.03506749277588562,0.03926454404245565,-0.029754629061693898,-0.023480511471562684,0.007861705320120089,0.02369523940395365,0.02836944589784355,0.022970161325206816,-0.045158763341644106,-0.04366110612613725,-0.02104446038391933,0.011493673810995503,-0.009907483968751032,0.025122470517986165,-0.0516073889567861,-0.046632976922442296,-0.06266248593287202,-0.03688917707834535,-0.034019382652364955,-0.047239728035772824,-0.027505542685747245,-0.018987966800312846,-0.037833447724084986,-0.02519281008955509,-0.03267132920638905,0.04411766014813848,-0.053476815794367805,1.0116190230749107,-0.02377961404379498,-0.021036042262971486,0.041564446855335876,-0.021391252827790516,0.08654748695765954,-0.21300854530865668,-0.03441274845092319,0.00012372396691932215,-0.003931602808830462,0.02721765491706447,0.028185372762227653,-0.03986154801903912,-0.15209062441441976,-0.02847059693956441,0.014068145646601036,5,1
ABUS,-0.04721988740412989,-0.1320526251770926,0.15364585872004866,-0.030226537182524632,-27.457417336675697,-1.0698356749864568,-0.021049503651885095,-0.03596214030087478,-0.3027638394768712,-0.09852327648297998,0.12228645352906518,0.053188580671882105,0.047432371385878976,0.04406123597477376,-0.09366761066665752,-0.04474614501999036,-0.021965626754995252,-0.035067554296035613,0.03926455067819633,-0.029754629088085693,-0.02348048978311195,0.007861809274022557,0.023695138452743285,0.02836936574808539,0.022970057197735025,-0.08745673838250724,-0.04366111517175691,-0.02104449376922437,0.011466742926653806,-0.009961094796362233,0.025093982971004337,-0.052307473030150355,-0.046661378364631294,-0.0624086017151348,-0.03692504347894349,-0.03403022319425214,-0.04724617210237081,-0.040627576821352845,-0.048974098989998015,-0.0531101722956702,-0.016241822823044764,-0.06704310751301563,-0.05278061330807116,0.39082445135656635,-0.5847836432295097,0.008548846059854101,-0.1238686646387666,-1.105353610088513,-0.021391252436208066,0.0035446651783562605,0.14490366244537076,-0.03441274846991683,-0.6571795005689959,-0.4147420798251434,0.0302018612493398,0.03303878403601248,-0.03986209900886052,-0.4573007838383021,-0.04807106415021715,-0.0031703782611929754,5,1
ACA,-0.044849846841799344,0.010300686169425281,-0.08503958448906312,-0.03021843165100349,-0.5518034925863505,0.020840126897125378,-0.02104453802457052,-0.03468411062361408,-0.20565055877951888,-0.09158889757639306,0.10380077335113345,0.0613538819862772,0.046733098535760895,0.04374300137285265,-0.010857126314391502,-0.04449694655330326,-0.02196552726900666,-0.03506749441642295,0.03926453961862853,-0.029754629068569072,-0.02348050697517656,0.007861721643460147,0.023695169896562906,0.028369462514256826,0.022970057197735025,-0.08420304799474854,-0.04366110516675334,-0.02104449376922437,0.01154043111325746,-0.009842836581026837,0.025162353083760722,-0.052298611429370596,-0.046648381094477005,-0.06270591814258228,-0.0369144574174384,-0.03402728551242211,-0.04724840274080857,-0.027107905287698592,-0.05554640193568243,-0.06381590841276535,-0.024149235270805546,0.010579825162782736,-0.03871473490313751,-0.08881896204501029,0.1457735091470895,-0.02407086143211614,-0.021036042262971486,-0.0017154798217904905,-0.02139125245110921,0.01035659663086712,0.14801215485709207,-0.034412748463137806,-0.00261275906611946,-0.014984799499852335,0.007820313757274848,0.02935019146793601,-0.039861549161697395,-0.5767308462215603,-0.0523670569635109,-0.0006680118874809416,1,1
ACAD,-0.04676383415063263,0.27128175697137474,-0.08503958448906312,-0.030226537182524632,1.7491326970450076,-0.05953529637792867,-0.02104470726041416,-0.03668602116963934,-0.33627281664772923,-0.03144087184710148,0.12228645352906518,0.0613538819862772,0.04644658237777062,0.04406123597477376,-0.05965447193453132,-0.04466928041697958,-0.021965620336544374,-0.03506750699387584,0.03926457943307261,-0.029754587690444298,-0.023480509620109575,0.007861738396361784,0.023695155553767992,0.028370765436544994,0.022970057197735025,-0.011537296001470848,-0.043661102836821,-0.02104433797113419,0.011478803997555301,-0.00994969799244733,0.025101079146967315,-0.05228193889527279,-0.046676977690872534,-0.06251618176845507,-0.03697230728152702,-0.034040850776086096,-0.04723213485240388,-0.028300817481844556,-0.06252947381547212,-0.04757687048234012,-0.01779445852898921,-0.06188734076702164,-0.05278061330807116,0.05591554164809703,-0.5847836432295097,-0.017372171500729394,-0.04956380201883722,-0.2686083609974031,-0.02139125235437393,0.014090210630292905,0.1552926908457367,-0.03441274846126197,-0.04749108080795547,-0.08867277743999816,0.042138686578441095,0.029156055016984615,-0.039861567901293145,-0.722700922467765,-0.05693154932763551,-0.0031703782611929754,5,1
ACB,-0.04688862458302264,2.651745463377035,-0.08503958448906312,-0.030226537182524632,0.8287582211924645,-0.08009645116922157,-0.02104480838914999,-0.03664401863593857,-0.33089265129979856,-0.00941904092391417,0.17046125641700846,0.06048043331934652,0.0457030243117239,0.04397750735364762,-0.04925369771011698,-0.044133937889581844,-0.021966490036638222,-0.035067645892703385,0.03926481168399643,-0.029754629069456192,-0.023480522844774657,0.00786172422082963,0.023695473853485922,0.028369427326558123,0.022970057197735025,0.6478772892509596,-0.043661102425656476,-0.021040153679569438,0.011461290661725736,-0.009950876972162664,0.02509357159848474,-0.05205335538852828,-0.04681670810274149,-0.059166958117220655,-0.03742361864330831,-0.034065577480347595,-0.04721264493070018,-0.027770634284446347,-0.057189477672103535,-0.08065639219246559,-0.02512493530459577,-0.06246020373879875,-0.05278061330807116,0.0794769724818587,1.3092534184875992,-0.0118384711226273,-0.030324150090462656,-0.18926182875600475,-0.02139125247627015,0.005090978130453029,0.13808941025161584,-0.034412750810579075,-0.0770450975647743,-0.038933392330399726,0.028709758083202135,0.03284464758506109,-0.03986157909934426,-0.6032708600845066,-0.05344105516683433,-0.0031703782611929754,5,0
ACC,-0.04593684644762653,-0.08460152139491997,-0.08358379382279534,-0.030150750462801988,0.5526458784367015,0.054485652919241026,-0.021044517386053004,-0.03371525577557192,-0.19682457587858634,-0.0924626950978871,0.12228645352906518,0.0613538819862772,0.045175830722628575,0.04023475490342787,-0.059786499078178824,-0.04390062406487736,-0.021965568988937357,-0.03506751546998539,0.03926454404245565,-0.02975462906989975,-0.02348052046433494,0.007861580317700179,0.02369516272516545,0.028369456649640374,0.022970115046330463,0.011238536712840065,-0.04366110708552115,-0.02104449376922437,0.011464099404264438,-0.00988665532711345,0.025203428629842102,-0.05227989619229217,-0.04661214095832608,-0.06264129948911092,-0.03690009797877882,-0.034023338458285035,-0.047246757926606986,-0.0276380884850968,-0.014880277459260079,0.0390313318132611,-0.025506730969991943,0.044665171983520775,0.42233350170302125,-0.09723375877135373,-0.5847836432295097,-0.02407086143211614,-0.025016659903324842,-0.04499540649891687,-0.02139125320080761,0.002144401593388035,0.07418772731930877,-0.03441274839588622,0.003954800213173615,-0.020511397845363273,0.03617027391389044,0.02022577827322053,-0.03986154687638084,-0.12555061055147346,-0.025517101880424962,0.08135399702863573,4,0
ACCO,-0.044550252312607744,-0.1320526251770926,-0.08503958448906312,-0.030216810544699265,-0.15297455305024837,0.01897093100700784,-0.021044535960718768,-0.03466377945546889,-0.1914910530510869,-0.09558898795963125,0.09931939633830153,0.0523213153082248,0.046884388164864836,0.04250768676046923,-0.07500078580322445,-0.0444418089545447,-0.02196560429041718,-0.035067508087567395,0.03926453298288785,-0.029754629062359237,-0.023480513323015796,0.007861661504838885,0.023695184239357823,0.028368975751091405,0.022970057197735025,-0.04407419987905787,-0.04366110585202756,-0.02104449376922437,0.011462116762472413,-0.009939774913176594,0.02511728722423929,-0.05230417655938258,-0.04665523100712589,-0.06271509893487875,-0.03691647932942903,-0.03402804400028289,-0.047248492867614136,-0.026180084692251727,0.039341221842636394,-0.01834660220757471,-0.025252200526394493,-0.02551054205917518,-0.016834479606574037,-0.07198936859232338,0.8492729892134444,-0.02407086143211614,-0.020372605989579257,0.005497841291063901,-0.021391252830966167,0.005852840298628535,0.12345671478145047,-0.03441274846570703,-0.0015181658529039473,-0.00024720391182316795,-0.010084924236377111,0.026826417605567896,-0.039861548933165736,0.08676950035209673,0.009656339278417617,0.003224558027182223,1,0
